,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
244,13,1,0,13,14,78,11,2,12,1.0555555559999998,24,0.0,1,0.0,0.533333333,0,0,0.615384615,1,0.9231,0
245,3,1,0,10,3,3,7,3,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
246,1,2,0,14,2,0,13,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
247,2,1,0,6,2,1,4,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
248,48,1,0,16,109,118,3,15,39,0.795744681,719,1.0,5,0.0,0.147569444,0,0,13.77083333,6,1.625,1
249,2,1,0,16,2,1,14,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
250,7,4,0,7,27,0,0,0,7,0.611111111,147,1.0,0,0.9178082190000001,0.35714285700000004,0,0,19.57142857,1,0.8571,0
251,13,1,0,22,30,0,15,8,11,0.41666666700000005,267,0.333333333,0,0.0,0.28571428600000004,0,0,19.30769231,7,2.3077,0
252,4,2,2,7,17,4,2,5,1,0.666666667,60,1.0,0,0.4,0.666666667,0,0,13.75,2,1.25,0
253,10,1,0,11,39,39,11,0,7,0.666666667,1308,1.0,0,0.0,0.174603175,0,0,129.7,7,2.8,0
254,7,1,0,3,8,15,3,0,6,0.5,51,1.0,0,0.0,0.535714286,0,0,5.857142857,1,0.5714,0
255,12,4,0,8,24,30,0,0,12,0.8,124,1.0,0,0.8589743590000001,0.708333333,0,0,8.916666667000001,1,0.9167,1
256,2,1,0,5,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
257,2,1,1,6,4,1,3,3,2,2.0,8,0.0,0,0.0,0.625,0,0,3.0,1,0.5,0
258,5,2,0,4,21,0,0,4,4,0.166666667,144,1.0,0,0.666666667,0.533333333,1,1,27.2,5,2.4,0
259,4,1,0,4,7,0,1,3,4,0.333333333,31,1.0,2,0.0,0.4375,0,0,6.25,2,1.0,0
260,4,1,0,22,12,6,22,0,3,2.0,72,0.0,0,0.0,0.375,0,0,17.0,2,1.5,0
261,1,1,0,7,1,0,5,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
262,2,3,0,5,7,1,1,4,2,2.0,18,0.0,0,0.9375,0.625,0,0,8.0,1,0.5,0
263,3,2,0,3,6,3,1,2,3,2.0,15,0.0,0,0.8,0.833333333,2,2,4.0,1,0.6667,0
264,29,3,0,21,97,316,4,0,20,0.853571429,677,0.9,1,0.517241379,0.20689655199999998,2,2,22.0,8,1.931,0
265,5,1,0,7,23,0,5,2,5,0.583333333,105,1.0,1,0.0,0.533333333,0,0,19.4,3,1.2,0
266,33,2,0,33,45,390,26,7,32,0.9296875,350,0.8125,1,0.0625,0.163194444,0,0,9.121212121000001,4,1.0303,0
267,3,2,0,4,23,3,1,3,0,1.0,95,0.0,1,0.933333333,1.0,2,2,30.33333333,3,1.0,0
268,3,2,3,6,11,1,3,3,2,0.5,33,1.0,1,0.857142857,0.666666667,0,0,9.666666667000001,1,0.6667,0
269,1,3,0,5,2,0,1,4,1,2.0,9,0.0,0,1.0,1.0,0,0,7.0,0,0.0,0
270,6,1,0,5,22,0,3,3,4,0.6,84,1.0,2,0.0,0.444444444,0,0,12.5,2,1.0,1
271,8,1,0,16,8,28,10,6,8,2.0,8,0.0,0,0.0,0.34375,0,0,0.0,1,1.0,0
272,15,1,0,19,66,39,2,18,6,0.8273809520000001,451,1.0,3,0.0,0.20952381,0,0,28.26666667,6,1.9333,0
273,5,2,3,5,9,0,3,2,5,0.25,34,1.0,0,0.571428571,0.533333333,1,1,5.6,1,0.6,0
274,17,3,0,15,78,84,0,0,15,0.8515625,413,1.0,0,0.698113208,0.254901961,1,1,22.82352941,6,1.2353,0
275,4,1,0,2,6,0,1,1,4,0.333333333,35,1.0,2,0.0,0.5,0,0,7.25,3,1.25,0
276,6,4,0,6,19,3,0,0,6,0.8,94,0.5,0,0.930555556,0.444444444,1,1,14.0,1,0.8333,0
277,2,3,0,4,14,0,1,3,2,1.0,54,0.5,1,0.9285714290000001,0.625,0,0,25.0,1,0.5,0
278,2,2,0,5,4,1,2,3,1,2.0,8,0.0,0,0.666666667,0.75,1,1,3.0,1,0.5,0
279,7,4,0,2,20,21,1,1,7,2.0,67,0.0,0,0.9104477609999999,0.571428571,2,2,8.571428571,2,1.0,0
280,2,1,0,3,6,0,1,2,2,0.0,26,1.0,0,0.0,0.666666667,0,0,11.5,2,1.0,0
281,1,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
282,8,5,0,11,32,18,0,0,7,0.666666667,149,1.0,0,0.936936937,0.5,1,2,17.25,2,1.0,0
283,2,4,0,5,4,0,3,2,2,0.0,14,1.0,1,0.944444444,0.75,0,0,5.5,1,0.5,0
284,5,2,0,17,6,6,15,2,5,0.75,25,1.0,0,0.818181818,0.4,0,0,3.6,1,0.8,0
285,3,2,0,6,5,3,3,3,1,1.0,18,0.0,1,0.8,0.75,1,1,4.666666667,1,0.3333,0
286,5,1,0,13,31,8,2,11,4,0.625,140,0.5,1,0.0,0.342857143,0,0,26.6,1,0.8,0
287,15,3,0,17,69,105,3,0,7,1.071428571,583,1.0,0,0.735849057,0.275,1,2,37.8,1,0.9333,0
288,9,1,0,22,117,36,1,21,3,1.125,1209,0.0,0,0.0,0.47619047600000003,0,0,133.2222222,16,4.6667,0
289,77,1,0,50,243,2706,4,49,49,0.947916667,2480,1.0,4,0.0,0.08755060699999999,0,0,30.8961039,11,1.9481,1
290,13,1,0,29,148,78,0,0,1,0.9722222220000001,1407,0.333333333,0,0.0,0.192307692,0,0,107.0,8,2.3077,1
291,11,1,0,12,52,37,4,0,5,0.7,360,1.0,1,0.0,0.38333333299999994,0,0,31.36363636,8,1.8182,1
292,1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
293,99,1,0,65,293,3615,31,42,73,0.8769841270000001,2894,1.0,9,0.0,0.09050576800000001,1,1,28.05050505,21,2.202,1
294,2,1,0,19,2,1,19,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
295,6,2,2,2,19,0,2,0,4,0.3,86,1.0,0,0.772727273,0.36666666700000006,0,0,13.0,3,1.1667,0
296,10,2,3,5,21,0,4,1,9,0.0,84,1.0,1,0.968253968,0.5,0,0,7.3,1,0.2,0
297,13,2,0,11,50,46,0,0,10,0.783333333,267,1.0,0,0.428571429,0.323076923,0,0,19.15384615,8,1.5385,0
298,3,1,0,20,3,3,19,2,3,2.0,3,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0
299,2,2,0,8,3,0,5,3,2,0.0,14,1.0,1,0.8,0.625,0,0,5.5,1,0.5,0
300,19,6,0,10,62,119,1,0,17,0.931623932,309,1.0,0,0.9042553190000001,0.289473684,3,4,14.57894737,8,1.6316,0
301,3,2,2,5,10,0,2,3,2,0.5,39,1.0,2,0.857142857,0.46666666700000003,0,0,11.33333333,1,0.6667,0
302,29,1,0,39,116,90,1,38,22,0.915584416,1109,0.818181818,5,0.0,0.149350649,0,0,36.86206897,14,2.069,1
303,14,1,0,12,41,35,5,7,11,0.153846154,230,1.0,0,0.0,0.27678571399999996,0,0,15.35714286,3,1.1429,0
304,3,2,2,6,14,0,2,4,2,0.5,70,1.0,2,0.857142857,0.46666666700000003,0,0,21.66666667,1,0.6667,0
305,14,2,0,10,23,53,5,5,14,0.701923077,164,1.0,1,0.42105263200000004,0.28571428600000004,1,9,10.14285714,1,0.7857,0
306,4,1,3,7,5,0,7,0,4,1.0,32,0.25,0,0.0,0.5,0,0,6.0,1,0.5,0
307,4,3,0,2,8,6,2,0,4,1.333333333,21,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
308,3,2,0,3,5,3,1,2,3,2.0,12,0.0,0,0.666666667,0.7777777779999999,0,0,3.0,1,0.6667,0
309,3,1,0,5,3,3,4,1,3,2.0,3,0.0,0,0.0,0.7777777779999999,0,0,0.0,1,1.0,0
310,2,2,0,4,4,1,2,2,2,2.0,10,0.0,0,0.857142857,0.666666667,0,0,4.0,1,0.5,0
311,3,1,0,11,22,3,0,11,3,2.0,101,0.0,0,0.0,0.41666666700000005,0,0,32.66666667,2,1.3333,0
312,3,1,0,11,38,1,1,10,3,0.0,215,1.0,0,0.0,0.41666666700000005,0,0,70.33333333,4,1.6667,0
313,4,1,0,2,8,4,0,2,4,0.666666667,24,1.0,1,0.0,0.5,0,0,4.75,1,0.75,0
314,33,1,0,54,277,194,9,48,20,0.75625,2591,1.0,4,0.0,0.10955711,0,0,77.36363636,19,4.0,1
315,2,3,0,3,5,0,1,2,1,0.0,15,1.0,0,1.0,1.0,0,0,6.0,0,0.0,0
316,1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
317,22,2,0,20,143,0,2,20,5,0.761904762,1648,1.0,2,0.447368421,0.331168831,1,2,73.36363636,16,2.8636,1
318,5,3,0,3,15,10,1,2,4,2.0,50,0.0,0,0.7857142859999999,0.5,0,0,9.0,1,0.6,0
319,3,1,0,9,3,3,4,5,3,2.0,3,0.0,0,0.0,0.6190476189999999,0,0,0.0,1,1.0,0
320,4,1,2,10,10,6,2,8,4,2.0,27,0.0,0,0.0,0.375,0,0,5.75,1,0.75,0
321,13,1,0,19,77,0,4,15,12,0.25,1090,1.0,1,0.0,0.253846154,0,0,82.76923077,14,2.8462,0
322,5,1,0,16,65,10,1,16,4,2.0,598,0.0,0,0.0,0.3,0,0,118.6,2,1.0,0
323,10,2,1,6,30,27,3,4,0,0.7333333329999999,290,1.0,1,0.363636364,0.36,0,0,27.5,4,1.4,0
324,12,1,0,3,21,0,1,0,11,0.303030303,222,1.0,1,0.0,0.316666667,0,0,17.0,2,1.0,0
325,11,1,0,11,44,49,8,3,8,0.95,279,0.5,0,0.0,0.233333333,0,0,23.63636364,8,1.5455,1
326,13,4,0,4,35,68,0,0,12,0.833333333,194,1.0,0,0.8481012659999999,0.487179487,0,0,13.53846154,3,1.0769,0
327,4,1,0,24,104,0,2,22,3,0.333333333,763,1.0,2,0.0,0.375,0,0,189.25,1,0.75,0
328,2,1,0,2,8,1,2,0,1,2.0,49,0.0,0,0.0,0.5,0,0,23.5,4,2.0,0
329,11,1,0,7,20,37,7,0,10,0.625,132,1.0,0,0.0,0.393939394,1,1,10.63636364,3,1.4545,0
330,10,1,0,2,16,23,1,0,9,0.5,88,1.0,1,0.0,0.433333333,0,0,7.2,2,1.0,0
331,37,4,0,16,108,516,0,0,29,0.916666667,1130,0.9285714290000001,0,0.650485437,0.16953317,2,3,29.16216216,5,1.6486,0
332,9,2,2,7,28,10,2,5,8,0.583333333,124,1.0,2,0.46666666700000003,0.25925925899999996,1,1,12.44444444,2,1.0,0
333,21,2,0,30,108,190,1,0,7,0.794444444,766,0.8888888890000001,1,0.36666666700000006,0.292857143,1,3,35.04761905,10,1.9524,0
334,74,1,0,84,163,2213,44,46,70,0.901946647,1119,0.894736842,12,0.0,0.055222602999999995,0,0,13.86486486,11,1.2297,0
335,7,2,0,12,24,0,2,0,6,0.541666667,122,1.0,0,0.76,0.333333333,1,8,15.85714286,3,1.1429,0
336,19,1,1,32,29,107,29,3,19,0.895833333,186,0.875,3,0.0,0.195488722,0,0,8.368421052999999,5,1.2105,1
337,2,1,0,12,2,1,11,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
338,29,1,0,24,91,312,10,16,27,0.8214285709999999,699,1.0,3,0.0,0.116710875,0,0,22.75862069,6,1.8276,0
339,65,1,3,41,131,2010,5,37,39,0.911057692,810,1.0,5,0.0,0.077591973,0,0,11.26153846,5,1.4,1
340,6,2,0,5,15,15,1,4,6,2.0,53,0.0,0,0.615384615,0.541666667,2,2,7.833333333,2,1.3333,0
341,4,1,0,5,9,0,4,1,4,0.333333333,34,1.0,1,0.0,0.5,0,0,7.0,1,0.75,0
342,3,2,0,10,5,3,7,3,1,1.0,18,0.0,1,0.8,0.75,1,1,4.666666667,1,0.3333,0
343,21,3,0,4,54,0,0,0,19,0.8583333329999999,233,0.5,1,0.660714286,0.375,1,1,9.80952381,2,1.0,0
344,1,1,0,10,1,0,8,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
345,55,1,0,31,123,1255,17,15,41,0.87037037,1167,1.0,6,0.0,0.108932462,0,0,19.94545455,9,1.7091,1
346,7,1,5,9,8,13,5,4,7,0.75,30,1.0,1,0.0,0.314285714,0,0,3.0,1,0.8571,0
347,3,1,0,15,3,3,14,1,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
348,8,1,0,18,17,20,17,1,8,0.46428571399999996,141,1.0,1,0.0,0.34375,1,1,16.125,6,1.625,0
349,10,1,0,15,10,45,12,3,10,2.0,10,0.0,0,0.0,0.36666666700000006,0,0,0.0,1,1.0,0
350,45,4,0,13,113,814,1,0,45,0.943722944,636,1.0,0,0.603603604,0.306666667,3,5,12.66666667,2,1.0,0
351,7,1,0,10,44,19,4,7,4,0.916666667,348,0.5,0,0.0,0.35416666700000005,0,0,48.42857143,1,0.7143,1
0,5,7,0,8,52,2,1,8,4,0.5,372,1.0,1,0.9939393940000001,0.46666666700000003,0,0,72.4,5,2.0,0
1,7,6,0,6,36,3,2,6,1,0.7888888890000001,508,1.0,0,0.9911111109999999,0.5,3,5,69.42857143,6,1.8571,0
2,17,1,0,5,17,136,4,1,17,2.0,17,0.0,0,0.0,0.39495798299999996,0,0,0.0,1,1.0,0
3,8,1,2,18,27,0,16,3,8,0.523809524,155,0.333333333,0,0.0,0.35,0,0,18.0,3,1.5,0
4,40,4,0,14,106,606,5,14,36,0.929230769,1100,0.88,3,0.943065693,0.125,3,17,25.875,31,2.1,1
5,2,2,0,16,27,1,1,15,1,2.0,227,0.0,0,0.947368421,0.625,1,1,112.5,1,0.5,0
6,2,1,0,4,2,1,4,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,3,1,0,13,34,1,2,13,3,0.5,227,1.0,0,0.0,0.5555555560000001,0,0,74.33333333,18,6.3333,0
8,8,2,0,9,56,12,3,8,4,0.771428571,386,1.0,0,0.897058824,0.3125,0,0,46.625,15,2.875,0
9,3,2,0,4,9,1,1,3,0,0.5,71,1.0,0,0.7777777779999999,0.444444444,1,2,22.33333333,6,2.3333,0
10,23,1,0,34,118,239,1,33,6,0.96,2050,0.0,5,0.0,0.15700483099999998,0,0,87.04347826,18,5.3913,0
11,36,1,4,40,88,534,32,15,30,0.979365079,725,0.27777777800000003,0,0.0,0.221978022,0,0,18.63888889,7,1.5556,1
12,4,1,0,2,15,0,1,1,3,0.333333333,54,1.0,0,0.0,0.75,0,0,12.25,4,1.5,0
13,5,1,0,4,17,0,4,2,4,0.375,130,0.5,0,0.0,0.533333333,0,0,24.6,4,2.0,0
14,12,1,0,3,25,0,2,1,0,0.436363636,218,1.0,0,0.0,0.39583333299999995,0,0,16.75,3,1.3333,0
15,2,1,0,2,3,1,2,0,0,1.0,16,0.0,0,0.0,0.75,0,0,6.0,0,0.0,0
16,4,1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
17,5,3,0,4,18,8,0,4,5,0.375,176,1.0,2,0.818181818,0.36666666700000006,2,3,33.0,7,2.6,0
18,13,1,0,13,13,78,13,0,13,2.0,13,0.0,0,0.0,0.43076923100000003,0,0,0.0,1,1.0,0
19,11,1,0,7,22,43,4,4,9,0.751851852,364,0.0,4,0.0,0.533333333,0,0,29.63636364,5,1.4545,1
20,9,5,0,11,58,20,10,8,2,0.875,308,0.666666667,2,0.9878971259999999,0.296296296,0,0,32.55555556,1,0.8889,1
21,12,6,0,12,62,38,4,12,1,0.8,334,1.0,1,0.983823529,0.25,4,12,26.41666667,4,1.6667,1
22,11,1,0,2,17,0,2,0,8,0.25,383,1.0,0,0.0,0.436363636,0,0,33.45454545,4,1.8182,0
23,18,5,0,17,98,123,4,17,3,0.784313725,639,1.0,3,0.972712681,0.194444444,3,4,34.16666667,15,2.7778,0
24,11,6,0,8,53,25,2,8,1,0.716666667,349,1.0,0,0.985272459,0.5,3,5,30.18181818,6,1.9091,0
25,1,2,0,12,2,0,10,2,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
26,19,1,0,13,99,61,4,11,9,0.7222222220000001,777,0.7777777779999999,0,0.0,0.111111111,0,0,39.42105263,14,2.8947,0
27,31,1,0,3,44,139,3,0,25,0.470588235,1283,0.705882353,0,0.0,0.301075269,0,0,39.83870968,7,1.4516,0
28,13,6,0,9,38,62,5,8,9,0.8125,177,1.0,2,0.98173516,0.307692308,3,3,12.30769231,2,1.0,1
29,9,1,2,8,12,28,4,4,6,0.75,91,1.0,3,0.0,0.37037037,0,0,8.777777777999999,3,1.3333,0
30,3,1,0,11,29,3,2,11,3,2.0,157,0.0,0,0.0,0.666666667,0,0,51.33333333,10,3.6667,0
31,6,1,1,10,16,11,9,1,4,1.128571429,183,0.0,2,0.0,0.32,0,0,24.83333333,2,0.8333,1
32,5,6,0,8,45,0,5,6,1,0.805555556,318,1.0,1,0.994056464,0.5,3,5,60.8,6,2.6,0
33,3,1,0,29,3,3,29,0,3,1.5,4,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
34,13,1,3,13,34,52,10,4,10,0.8125,168,0.5,0,0.0,0.17857142899999998,1,1,11.61538462,4,1.4615,0
35,23,5,0,38,113,153,31,18,12,0.903846154,1127,0.923076923,2,0.967407407,0.17391304300000002,1,7,46.86956522,19,3.0869999999999997,0
36,13,1,0,17,30,26,12,6,13,0.7333333329999999,278,1.0,3,0.0,0.33846153799999995,0,0,20.0,5,2.2308,1
37,11,1,0,11,57,23,3,8,7,0.533333333,513,1.0,0,0.0,0.35,0,0,45.36363636,3,1.1818,0
38,15,1,0,11,50,105,7,5,14,1.071428571,896,0.375,0,0.0,0.304761905,0,0,58.2,31,7.4,1
39,5,1,0,3,12,0,2,1,3,0.46875,272,1.0,0,0.0,0.6,0,0,51.8,10,3.8,0
40,16,1,0,112,50,62,112,2,7,0.88627451,456,0.588235294,1,0.0,0.14285714300000002,0,0,26.4375,7,2.3125,0
41,4,1,0,3,5,6,1,2,3,1.0,15,0.0,1,0.0,0.533333333,0,0,2.5,1,0.5,0
42,5,6,0,3,29,8,1,3,3,0.625,109,1.0,1,0.994056464,1.0,4,12,20.4,1,0.8,0
43,11,2,0,7,28,25,3,6,9,0.75,161,0.5,0,0.615384615,0.386363636,1,2,13.45454545,5,2.2727,0
44,7,7,1,7,41,21,3,5,6,2.0,220,0.0,0,0.995447648,0.5,2,2,30.42857143,1,0.4286,0
45,24,6,0,9,80,240,5,7,7,0.8498023720000001,564,0.9090909090000001,3,0.96731055,0.162878788,3,4,22.04166667,7,1.875,0
46,58,1,0,123,174,1621,109,20,52,0.944444444,1911,0.333333333,1,0.0,0.097007224,0,0,31.74137931,16,2.931,1
47,3,1,0,7,12,1,6,1,3,1.166666667,261,0.666666667,0,0.0,0.333333333,0,0,84.0,85,28.6667,1
48,8,6,0,5,31,20,3,4,1,0.761904762,121,0.666666667,1,0.9911111109999999,0.5,4,12,13.75,1,0.75,0
49,6,1,0,6,9,15,4,3,6,2.0,34,0.0,0,0.0,0.611111111,0,0,4.666666667,2,1.0,0
50,20,5,0,18,84,118,5,18,5,0.821052632,499,1.0,3,0.97172619,0.33,2,5,23.45,12,1.65,1
51,3,1,0,3,8,0,3,0,3,0.0,24,0.0,0,0.0,0.666666667,0,0,6.666666667,1,0.6667,0
52,13,2,0,1,20,30,1,1,9,0.805555556,115,1.0,0,0.571428571,0.269230769,0,0,7.384615385,2,1.0769,0
53,27,1,0,37,96,219,13,26,18,0.873076923,927,0.6,3,0.0,0.21153846199999998,0,0,32.96296296,6,1.7037,0
54,3,1,0,12,18,3,2,12,3,2.0,89,0.0,0,0.0,0.666666667,0,0,28.66666667,4,1.6667,0
55,9,1,0,6,18,0,6,1,8,1.015625,368,0.10416666699999999,17,0.0,0.40625,0,0,34.55555556,2,1.0,0
56,10,5,0,14,73,29,12,12,1,0.904761905,358,0.7142857140000001,3,0.986404834,0.233333333,0,0,34.1,2,1.0,0
57,7,1,0,6,52,1,0,6,4,0.7142857140000001,341,0.28571428600000004,0,0.0,0.2,0,0,46.71428571,11,3.5714,0
58,11,2,0,22,57,53,1,21,1,0.8,455,1.0,0,0.666666667,0.409090909,1,1,40.27272727,1,0.8182,0
59,4,2,0,15,22,6,2,13,1,2.0,119,0.0,0,0.857142857,0.4375,1,1,28.75,1,0.75,0
60,8,1,0,13,17,22,13,0,4,1.0,160,0.0,0,0.0,0.5,0,0,18.5,8,2.125,0
61,12,7,0,23,97,32,8,21,5,0.805194805,569,1.0,3,0.983508246,0.26388888899999996,1,1,45.83333333,11,2.5,1
62,11,1,0,3,17,0,3,0,10,0.1,514,0.0,0,0.0,0.4,0,0,45.54545455,11,2.4545,0
63,3,2,0,11,17,3,1,10,2,2.0,149,0.0,0,0.9,0.5,1,1,48.66666667,1,0.6667,0
64,18,7,2,15,120,117,5,12,10,0.752941176,897,0.9,1,0.976190476,0.171717172,5,9,48.27777778,16,2.8889,0
65,6,7,0,8,36,1,3,7,3,0.666666667,219,1.0,1,0.993811881,0.3,3,13,35.0,8,2.6667,0
66,24,1,0,1,41,198,1,0,18,0.8242753620000001,749,0.166666667,9,0.0,0.149758454,0,0,29.20833333,13,2.5833,0
67,1,1,0,5,1,0,5,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
68,12,1,0,9,24,26,4,5,7,0.75,182,0.0,2,0.0,0.333333333,0,0,13.5,3,0.8333,0
69,10,5,0,5,42,43,2,5,9,0.666666667,219,1.0,0,0.990654206,0.375,1,1,20.8,4,1.6,1
70,5,2,0,11,24,10,1,10,1,1.0,309,0.0,0,0.818181818,0.333333333,1,1,60.4,4,2.0,0
71,5,7,0,6,45,2,1,5,4,0.611111111,368,1.0,2,0.9939393940000001,0.4,0,0,70.8,6,2.6,0
72,5,2,0,5,29,2,1,4,4,0.5625,198,0.75,0,0.935483871,0.46666666700000003,1,7,37.8,8,2.2,0
73,3,6,0,2,17,1,0,2,3,0.5,303,1.0,0,0.9970193740000001,1.0,2,4,97.0,6,2.3333,0
74,7,1,1,8,19,21,4,4,7,1.0,70,1.0,1,0.0,0.7857142859999999,0,0,8.857142857000001,4,1.2857,0
75,19,1,0,20,88,123,7,15,15,0.642857143,783,0.7142857140000001,1,0.0,0.25,0,0,39.84210526,17,4.2632,1
76,5,1,1,14,13,10,4,10,5,1.0,34,1.0,1,0.0,0.292307692,0,0,5.6,1,0.8,0
77,5,2,0,12,13,0,2,10,4,0.666666667,93,0.0,4,0.428571429,0.28,0,0,16.4,2,1.0,0
78,10,2,0,9,26,0,4,6,8,0.518518519,143,1.0,0,0.4375,0.32,1,1,13.0,3,1.1,0
79,9,2,0,20,27,18,10,10,7,0.8125,288,0.75,0,0.692307692,0.27777777800000003,0,0,30.55555556,12,2.8889,0
80,5,2,0,10,21,4,2,8,4,0.625,187,0.0,0,0.818181818,0.44,1,1,35.6,1,0.8,0
81,4,1,0,5,8,2,4,3,1,1.0,239,0.2,3,0.0,0.5,0,0,56.25,6,3.25,0
82,51,4,0,25,131,927,18,15,48,0.971666667,923,0.13888888900000002,5,0.92816092,0.130718954,3,21,16.39215686,7,1.6078,1
83,4,3,3,46,12,6,43,4,3,2.0,50,0.0,0,0.894736842,0.625,0,0,11.5,3,1.0,0
84,13,6,0,9,56,44,3,9,1,0.7638888890000001,316,1.0,1,0.982378855,0.384615385,4,12,22.84615385,5,1.2308,0
85,6,1,0,14,7,7,14,0,6,0.8,38,1.0,0,0.0,0.375,0,0,4.666666667,1,0.8333,0
86,3,6,0,4,30,1,0,4,3,0.5,335,1.0,10,0.9970193740000001,1.0,2,4,105.66666670000001,1,0.6667,0
87,11,1,0,11,54,0,5,8,8,0.7,302,0.333333333,0,0.0,0.2,0,0,26.18181818,10,2.0909,0
88,5,3,0,4,18,8,0,4,5,0.375,176,1.0,2,0.818181818,0.36666666700000006,2,3,33.0,7,2.6,0
89,9,6,1,17,34,26,15,3,8,0.708333333,142,1.0,0,0.9921875,0.375,3,15,14.44444444,3,1.2222,0
90,7,3,0,12,23,5,2,10,7,0.833333333,191,1.0,2,0.727272727,0.314285714,2,2,25.14285714,6,1.7143,0
91,15,1,1,28,47,69,12,19,10,0.635714286,523,0.7,3,0.0,0.195833333,0,0,33.2,3,0.9333,0
92,130,1,0,258,450,7403,223,79,91,0.9272921679999999,5494,0.9655172409999999,10,0.0,0.051550387999999996,0,0,41.03846154,71,4.0,1
93,3,2,0,11,14,3,3,8,2,1.0,61,0.0,0,0.9,0.46666666700000003,1,3,19.0,1,0.6667,0
94,2,1,0,6,2,1,6,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
95,1,1,0,2,2,0,2,1,0,2.0,8,0.0,3,0.0,1.0,0,0,3.0,0,0.0,0
96,9,2,0,20,52,16,4,20,2,0.770833333,398,1.0,4,0.428571429,0.24691358,0,0,42.55555556,7,2.2222,1
97,6,2,0,9,14,5,8,3,5,0.933333333,86,0.166666667,1,0.428571429,0.4,1,1,11.33333333,1,0.6667,0
98,4,3,0,1,8,4,1,0,4,1.0,82,0.0,0,0.857142857,0.35,2,2,18.5,1,0.75,0
99,2,1,0,5,2,1,5,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
100,32,1,1,40,161,236,27,26,17,0.806451613,1927,0.882352941,4,0.0,0.192708333,0,0,58.6875,18,3.5,1
101,3,1,0,12,31,3,2,12,3,2.0,153,0.0,0,0.0,0.666666667,0,0,50.0,10,3.6667,0
102,3,1,0,4,4,3,4,0,3,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
103,2,2,0,9,7,1,1,8,1,1.0,29,0.0,0,0.947368421,0.625,1,1,13.0,1,0.5,0
104,10,6,0,4,34,21,1,4,1,0.848484848,313,1.0,0,0.9867256640000001,0.5,3,5,29.2,5,1.6,0
105,4,1,0,2,5,0,1,1,3,0.0,59,1.0,0,0.0,0.666666667,0,0,13.25,3,1.75,0
106,14,1,0,20,27,0,19,1,10,0.653846154,386,0.125,1,0.0,0.342857143,0,0,26.0,6,2.3571,0
107,32,1,0,6,53,0,2,6,17,0.853046595,2884,0.9259259259999999,13,0.0,0.204301075,0,0,88.28125,40,6.5,0
108,8,2,0,8,19,10,2,6,4,0.7662337659999999,379,0.9090909090000001,2,0.533333333,0.295454545,1,3,45.0,11,3.75,0
109,16,5,0,18,120,88,8,13,12,0.813333333,873,0.8,2,0.982618772,0.171875,3,12,53.25,29,4.75,1
110,6,7,0,8,47,9,3,8,3,0.8,300,1.0,0,0.992435703,0.38888888899999996,0,0,48.5,1,0.8333,0
111,6,5,0,16,50,1,6,11,2,0.55,546,1.0,1,0.993055556,0.3,0,0,89.33333333,5,1.8333,0
112,4,1,0,4,16,4,1,4,3,0.666666667,67,1.0,0,0.0,0.333333333,0,0,15.5,4,2.5,0
113,3,2,0,7,8,0,5,2,3,0.0,29,1.0,0,0.6,0.666666667,1,1,8.333333332999999,1,0.6667,0
114,1,4,0,1,2,0,0,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
115,2,2,0,7,5,1,2,5,2,1.0,22,0.0,0,0.947368421,0.625,1,1,9.5,1,0.5,0
